date,alpha,equity_beta,defensive_beta,real_asset_beta,r_squared,observations,residual_volatility,dominant_factor
2020-01-31,0.0018907303931258333,6.050337258002668e-06,5.6721911793775e-07,3.7814607862516674e-07,-2.220446049250313e-16,20,0.0007082340436087225,equity
2020-02-01,0.001961479659455951,6.276734910259045e-06,5.884438978367853e-07,3.922959318911903e-07,0.0,20,0.0006993852563802977,equity
2020-02-02,0.0020322289257860703,6.503132562515426e-06,6.096686777358211e-07,4.0644578515721413e-07,0.0,20,0.0006827488460936006,equity
2020-02-03,0.00210297819211617,6.729530214771744e-06,6.308934576348508e-07,4.20595638423234e-07,0.0,20,0.0006577341488218207,equity
2020-02-04,0.002173727458446282,6.955927867028105e-06,6.521182375338847e-07,4.3474549168925654e-07,0.0,20,0.0006233333040154138,equity
2020-02-05,0.0022444767247763965,7.182325519284471e-06,6.733430174329189e-07,4.488953449552794e-07,0.0,20,0.0005778724590663544,equity
2020-02-06,0.0023152259911065156,7.408723171540851e-06,6.945677973319546e-07,4.630451982213032e-07,0.0,20,0.0005184503097542093,equity
2020-02-07,0.0022927262244290965,7.33672391817311e-06,6.878178673287288e-07,4.5854524488581937e-07,0.0,20,0.0005786383176316675,equity
2020-02-08,0.002292726224429083,7.336723918173068e-06,6.878178673287249e-07,4.585452448858167e-07,-2.220446049250313e-16,20,0.0005786383176316933,equity
2020-02-09,0.0022927262244290866,7.3367239181730795e-06,6.87817867328726e-07,4.5854524488581747e-07,1.1102230246251565e-16,20,0.0005786383176316863,equity
2020-02-10,0.0022444767247763973,7.182325519284474e-06,6.733430174329192e-07,4.4889534495527963e-07,0.0,20,0.0006332163095948405,equity
2020-02-11,0.002173727458446288,6.955927867028124e-06,6.521182375338865e-07,4.3474549168925776e-07,-2.220446049250313e-16,20,0.0006749597941242748,equity
2020-02-12,0.002102978192116174,6.729530214771757e-06,6.308934576348521e-07,4.2059563842323484e-07,0.0,20,0.000706852549203768,equity
2020-02-13,0.0020804784254387656,6.657530961404051e-06,6.241435276316296e-07,4.160956850877532e-07,0.0,20,0.0006989934492578184,equity
2020-02-14,0.002080478425438773,6.657530961404075e-06,6.241435276316318e-07,4.1609568508775467e-07,-2.220446049250313e-16,20,0.0006989934492578232,equity
2020-02-15,0.00200522920577317,6.416733458474146e-06,6.015687617319511e-07,4.0104584115463413e-07,0.0,20,0.0007262674492876735,equity
2020-02-16,0.0019474798046344624,6.231935374830281e-06,5.842439413903387e-07,3.894959609268926e-07,5.551115123125783e-16,20,0.0007265917191352144,equity
2020-02-17,0.0018897304034957427,6.0471372911863785e-06,5.669191210487229e-07,3.7794608069914866e-07,0.0,20,0.0007220702601038214,equity
2020-02-18,0.0018319810023570348,5.862339207542513e-06,5.495943007071105e-07,3.6639620047140706e-07,-2.220446049250313e-16,20,0.0007126108408706647,equity
2020-02-19,0.001774231601218326,5.677541123898645e-06,5.322694803654979e-07,3.548463202436653e-07,-2.220446049250313e-16,20,0.0006980127336344712,equity
2020-02-20,0.001716482200079616,5.4927430402547725e-06,5.149446600238848e-07,3.432964400159233e-07,-4.440892098500626e-16,20,0.0006779440669368052,equity
2020-02-21,0.0016587327989409043,5.307944956610895e-06,4.976198396822713e-07,3.3174655978818094e-07,0.0,20,0.0006518998046197282,equity
2020-02-22,0.0016009833978021825,5.123146872966985e-06,4.802950193406548e-07,3.201966795604366e-07,0.0,20,0.0006191262944029392,equity
2020-02-23,0.0015432339966634772,4.938348789323128e-06,4.6297019899904317e-07,3.086467993326955e-07,1.1102230246251565e-16,20,0.0005784809395031835,equity
2020-02-24,0.0014854845955247639,4.753550705679245e-06,4.456453786574291e-07,2.970969191049528e-07,0.0,20,0.0005281494505396489,equity
2020-02-25,0.0014277351943860499,4.568752622035361e-06,4.2832055831581494e-07,2.8554703887721005e-07,0.0,20,0.0004649970995948711,equity
2020-02-26,0.0013699857932473346,4.383954538391472e-06,4.109957379742004e-07,2.73997158649467e-07,0.0,20,0.00038272911954463434,equity
2020-02-27,0.0014054854251161575,4.497553360371705e-06,4.2164562753484724e-07,2.810970850232316e-07,0.0,20,0.00034711934850322564,equity
2020-02-28,0.0014184852903075626,4.5391529289842015e-06,4.2554558709226876e-07,2.836970580615126e-07,-2.220446049250313e-16,20,0.000341275085833353,equity
2020-02-29,0.0014314851554989723,4.580752497596713e-06,4.2944554664969175e-07,2.8629703109979456e-07,0.0,20,0.00033479805382071663,equity
2020-03-01,0.0009985158163875987,0.14521252517160083,-0.04317004177311647,-0.01569810623424087,0.3945421721970874,20,0.000327443509750294,equity
2020-03-02,0.0007853810281989572,0.2198191803954764,-0.06535066543807116,-0.02376380694284149,0.6866289812433946,20,0.00037208830618867106,equity
2020-03-03,0.0007670475631938689,0.23202709533596896,-0.06898006849712121,-0.025083591540083775,0.7807993299954517,20,0.00036663666731581414,equity
2020-03-04,0.0007279715623739405,0.2322099880982995,-0.06903449091886377,-0.025103385063990253,0.8405048661459675,20,0.00033793673010289193,equity
2020-03-05,0.0006731655256242774,0.22611137487936908,-0.06722145827322232,-0.02444410544794214,0.9352474992678919,20,0.0002151686405116704,equity
2020-03-06,0.0006815725498866642,0.23094316214872365,-0.06865792504937569,-0.024966456238632074,0.9505041786511199,20,0.0002017032734645211,equity
2020-03-07,0.0006772356192754962,0.23234706862618743,-0.06907530807780793,-0.025118232279601103,0.954357396976251,20,0.0002024177174330705,equity
2020-03-08,0.0006739829213171258,0.23339999848428997,-0.06938834534913335,-0.02523206431032835,0.9567877375680706,20,0.00020295189992754073,equity
2020-03-09,0.000671453045127277,0.23421894392947773,-0.06963181878238561,-0.02532060033422705,0.9581596641698222,20,0.00020336640513327184,equity
2020-03-10,0.0006694291441753943,0.234874100285629,-0.06982659752898762,-0.025391429153346058,0.9586533438785747,20,0.00020369740199358412,equity
2020-03-11,0.0006964068239089442,0.22614116385648575,-0.06723028537257826,-0.024447313189408102,0.9258100198768109,20,0.00026599276890554763,equity
2020-03-12,0.0007299564320174849,0.21528083050950253,-0.06400149563842501,-0.023273204781569815,0.8611977236900092,20,0.00035362967546349026,equity
2020-03-13,0.0007583445619554802,0.20609131767743993,-0.061269442786449226,-0.022279728436475885,0.7976399795069433,20,0.00041352342065859986,equity
2020-03-14,0.0007826772447594736,0.19821459239281294,-0.05892768319904083,-0.021428177283538036,0.7323071979216447,20,0.00045867781540626546,equity
2020-03-15,0.0008037655698562837,0.1913880971461405,-0.056898158223288135,-0.0206901662843257,0.6620827576626276,20,0.0004944875071595249,equity
2020-03-16,0.0007379018244262555,0.2127088299707134,-0.06323683688711824,-0.022995146331513505,0.44687984010846815,20,0.0007905889189811466,equity
2020-03-17,0.0007249896897918671,0.21688861311145927,-0.064479491275768,-0.023447021828489286,0.3947006993792962,20,0.0008010024678865622,equity
2020-03-18,0.0007208910423372394,0.21821538502143395,-0.06487394210758148,-0.023590458867207596,0.3172088692619559,20,0.0008021743568766093,equity
2020-03-19,0.0007172238314568517,0.21940249673037107,-0.06522687179920775,-0.023718797270272696,0.19821841614857716,20,0.0008032214398535648,equity
2020-03-20,-0.00039974005047019133,1.678908211974803e-06,-9.99350126175478e-07,-3.9974005047019125e-07,1.1102230246251565e-16,20,0.000804162648840061,equity
2020-03-21,-0.000441239017560895,1.8532038737557584e-06,-1.1030975439022372e-06,-4.41239017560895e-07,1.1102230246251565e-16,20,0.0007893316209900211,equity
2020-03-22,-0.00042373945312505074,1.7797057031252121e-06,-1.0593486328126264e-06,-4.2373945312505063e-07,0.0,20,0.0007821224076359884,equity
2020-03-23,-0.00042373945312505084,1.7797057031252126e-06,-1.0593486328126267e-06,-4.237394531250507e-07,1.1102230246251565e-16,20,0.0007821224076359882,equity
2020-03-24,-0.0005374866219580142,2.2574438122236585e-06,-1.3437165548950348e-06,-5.374866219580141e-07,0.0,20,0.0009509586575771955,equity
2020-03-25,-0.0006337342263551324,2.661683750691555e-06,-1.5843355658878305e-06,-6.337342263551322e-07,0.0,20,0.001046506563210214,equity
2020-03-26,-0.0007299818307522712,3.0659236891595382e-06,-1.8249545768806776e-06,-7.299818307522712e-07,0.0,20,0.0011254005135015032,equity
2020-03-27,-0.0006934827392146608,2.912627504701574e-06,-1.7337068480366514e-06,-6.934827392146607e-07,0.0,20,0.0011427380553555868,equity
2020-03-28,-0.0006344842076881066,2.664833672290046e-06,-1.5862105192202657e-06,-6.344842076881064e-07,0.0,20,0.0011795894691753756,equity
2020-03-29,-0.0005754856761615612,2.4170398398785562e-06,-1.4387141904039027e-06,-5.754856761615612e-07,0.0,20,0.0012123052203832075,equity
2020-03-30,-0.0005164871446350145,2.1692460074670604e-06,-1.291217861587536e-06,-5.164871446350145e-07,-2.220446049250313e-16,20,0.001241212374211066,equity
2020-03-31,-0.0004989875801991779,2.0957478368365463e-06,-1.2474689504979443e-06,-4.989875801991778e-07,-2.220446049250313e-16,20,0.001255199292207345,equity
2020-04-01,-0.0004989875801991704,2.095747836836515e-06,-1.2474689504979257e-06,-4.989875801991703e-07,-2.220446049250313e-16,20,0.0012551992922073519,equity
2020-04-02,-0.0004989875801991738,2.0957478368365285e-06,-1.2474689504979338e-06,-4.989875801991736e-07,0.0,20,0.0012551992922073488,equity
2020-04-03,-0.0004989875801991756,2.0957478368365365e-06,-1.2474689504979384e-06,-4.989875801991754e-07,1.1102230246251565e-16,20,0.0012551992922073469,equity
2020-04-04,-0.0004989875801991774,2.095747836836544e-06,-1.247468950497943e-06,-4.989875801991773e-07,-2.220446049250313e-16,20,0.0012551992922073456,equity
2020-04-05,-0.0004989875801991682,2.095747836836505e-06,-1.24746895049792e-06,-4.989875801991681e-07,1.1102230246251565e-16,20,0.0012551992922073276,equity
2020-04-06,-0.000577735620160452,2.426489604673897e-06,-1.4443390504011293e-06,-5.777356201604518e-07,0.0,20,0.0013298589903483794,equity
2020-04-07,-0.0006739832245575767,2.830729543141821e-06,-1.6849580613939412e-06,-6.739832245575766e-07,0.0,20,0.0013968617081081566,equity
2020-04-08,-0.0006374841330199663,2.6774333586838568e-06,-1.593710332549915e-06,-6.374841330199661e-07,0.0,20,0.0014093414848972995,equity
2020-04-09,-0.0005784856014934182,2.4296395262723554e-06,-1.446214003733545e-06,-5.784856014934181e-07,0.0,20,0.0014369650949867987,equity
2020-04-10,-0.0005194870699668667,2.1818456938608392e-06,-1.2987176749171663e-06,-5.194870699668666e-07,0.0,20,0.0014615627000972914,equity
2020-04-11,-0.0004604885384403126,1.9340518614493124e-06,-1.1512213461007813e-06,-4.6048853844031256e-07,-2.220446049250313e-16,20,0.001483284850380513,equity
2020-04-12,-0.0004014900069137571,1.6862580290377791e-06,-1.0037250172843924e-06,-4.01490006913757e-07,0.0,20,0.001502256285514672,equity
2020-04-13,-0.0002287443065542498,9.607260875278487e-07,-5.718607663856243e-07,-2.2874430655424973e-07,0.0,20,0.0014024197838022469,equity
2020-04-14,-7.349817063057254e-05,3.0869231664840455e-07,-1.8374542657643127e-07,-7.349817063057252e-08,0.0,20,0.0013075782154325084,equity
2020-04-15,8.174796529311119e-05,-3.433414542310668e-07,2.043699132327779e-07,8.174796529311118e-08,0.0,20,0.0011840600035915444,equity
2020-04-16,0.00010424740528204704,-4.3783910218459736e-07,2.606185132051175e-07,1.0424740528204702e-07,0.0,20,0.00118998592981507,equity
2020-04-17,0.00010424740528204769,-4.378391021846001e-07,2.6061851320511916e-07,1.0424740528204768e-07,0.0,20,0.0011899859298150702,equity
2020-04-18,0.00010424740528205368,-4.3783910218462526e-07,2.6061851320513414e-07,1.0424740528205367e-07,-2.220446049250313e-16,20,0.001189985929815073,equity
2020-04-19,0.00010424740528206546,-4.3783910218467476e-07,2.606185132051636e-07,1.0424740528206545e-07,0.0,20,0.0011899859298150784,equity
2020-04-20,0.00010424740528206761,-4.3783910218468376e-07,2.606185132051689e-07,1.0424740528206759e-07,0.0,20,0.0011899859298150793,equity
2020-04-21,0.00010424740528205872,-4.378391021846464e-07,2.606185132051467e-07,1.042474052820587e-07,0.0,20,0.0011899859298150754,equity
2020-04-22,-7.349817063054052e-05,3.0869231664827e-07,-1.8374542657635123e-07,-7.349817063054049e-08,0.0,20,0.0013626590684547638,equity
2020-04-23,-0.00022874430655422858,9.607260875277596e-07,-5.718607663855713e-07,-2.2874430655422853e-07,0.0,20,0.0014539120321973994,equity
2020-04-24,-0.0002512437465431604,1.055223735481273e-06,-6.281093663579007e-07,-2.512437465431603e-07,2.220446049250313e-16,20,0.001443612860882454,equity
2020-04-25,-0.00025124374654317066,1.055223735481316e-06,-6.281093663579262e-07,-2.5124374654317057e-07,2.220446049250313e-16,20,0.0014436128608824733,equity
2020-04-26,-0.0002512437465431664,1.0552237354812982e-06,-6.281093663579156e-07,-2.512437465431663e-07,2.220446049250313e-16,20,0.001443612860882467,equity
2020-04-27,-0.00025124374654316334,1.0552237354812855e-06,-6.281093663579081e-07,-2.5124374654316327e-07,0.0,20,0.0014436128608824618,equity
2020-04-28,-0.0003839904424778977,1.6127598584071697e-06,-9.59976106194744e-07,-3.8399044247789763e-07,0.0,20,0.0015232000594316527,equity
2020-04-29,-0.0005392365784015766,2.2647936292866207e-06,-1.348091446003941e-06,-5.392365784015765e-07,0.0,20,0.0015734275985550493,equity
2020-04-30,5.995768765242224e-05,0.11761623570233601,-0.09147934040271077,0.06272885330415388,0.020392655209570787,20,0.001549794553447234,equity
2020-05-01,0.0002910868632135479,0.1708373314013201,-0.13287370314539973,0.09111418653547428,0.07883472530083335,20,0.0015282189926426237,equity
2020-05-02,0.0004271223436061458,0.20852627262807744,-0.16218742839341257,0.11121539594470127,0.1571423877786139,20,0.0015042431729011664,equity
2020-05-03,0.0004791069938887142,0.23291645843886857,-0.18115761276781542,0.12422366347405688,0.23342098038980175,20,0.0014727886802628877,equity
2020-05-04,0.0004949060177410567,0.252874456514859,-0.19668051227283745,0.1348679803034225,0.30715670810759665,20,0.0014345470585372417,equity
2020-05-05,0.0004898636986787881,0.2715670547572887,-0.21121919592894914,0.14483734969560436,0.37934015564909995,20,0.001388579526531958,equity
2020-05-06,0.0004698312712549023,0.2906021804734214,-0.2260242783499692,0.15498935183914375,0.4513944049441425,20,0.001332947709080019,equity
2020-05-07,0.00043683579495949396,0.3110946011356412,-0.24196280245738602,0.16591853595365105,0.5250167722667912,20,0.0012645093442038796,equity
2020-05-08,0.00039084164227035925,0.33406547936801134,-0.25982900582037927,0.17816952198986052,0.6022505035810604,20,0.0011781666074982382,equity
2020-05-09,0.000330259044901565,0.3606700066831572,-0.2805213695077234,0.19235840693698936,0.6856817532058006,20,0.001065061463509318,equity
2020-05-10,0.00025185840436651785,0.39241046809767005,-0.30520833494518673,0.20928639900665422,0.7787865703178765,20,0.0009076025256121741,equity
2020-05-11,0.0001501828667828433,0.4314311403905647,-0.33555766877730364,0.2300970948007895,0.8865368915758793,20,0.0006595790872734176,equity
2020-05-12,0.00018891788380527133,0.4212923406784093,-0.3276719653646959,0.22468986045576186,0.882566527300411,20,0.0006393922658553639,equity
2020-05-13,0.00021210032007056514,0.41606743379702615,-0.3236081666745992,0.22190331856345102,0.8727422004136085,20,0.0006351020431892651,equity
2020-05-14,6.115213679182856e-05,0.47070039523660206,-0.3661003542895509,0.2510404089257776,0.9773030137325982,20,0.00027094765468436256,equity
2020-05-15,9.579785937389802e-05,0.4608352846597527,-0.35842751706927733,0.2457791288702657,0.975344243720054,20,0.0002556564049039817,equity
2020-05-16,9.936451579127599e-05,0.4614709272386689,-0.3589219084762047,0.2461181498016546,0.9691446119760361,20,0.00025647286050064155,equity
2020-05-17,4.8638735632981645e-05,0.45243067722740776,-0.35189056402212576,0.24129651877745445,0.8970224896200782,20,0.000401156223670358,equity
2020-05-18,1.540953566082836e-05,0.44650863375199307,-0.34728450473219424,0.23813798792795926,0.7772122018656746,20,0.00045448884563136687,equity
2020-05-19,0.0012609840485517817,3.7829521456553446e-07,-1.2609840485517812e-06,4.2873457650760546e-06,0.0,20,0.0004976248851452262,real_asset
2020-05-20,0.001260984048551775,3.782952145655325e-07,-1.2609840485517749e-06,4.287345765076033e-06,0.0,20,0.0004976248851452384,real_asset
2020-05-21,0.0012224845355706233,3.667453606711869e-07,-1.2224845355706229e-06,4.156447420940116e-06,-2.220446049250313e-16,20,0.0005335272399695101,real_asset
2020-05-22,0.0011664852439616604,3.4994557318849814e-07,-1.1664852439616603e-06,3.966049829469643e-06,0.0,20,0.0005588359612435126,real_asset
2020-05-23,0.0011104859523526898,3.3314578570580693e-07,-1.1104859523526896e-06,3.7756522379991435e-06,0.0,20,0.0005773576379552678,real_asset
2020-05-24,0.0010544866607437259,3.163459982231177e-07,-1.0544866607437255e-06,3.5852546465286653e-06,0.0,20,0.0005897320979635119,real_asset
2020-05-25,0.0009984873691347763,2.995462107404328e-07,-9.98487369134776e-07,3.3948570550582365e-06,1.1102230246251565e-16,20,0.000596342139520961,real_asset
2020-05-26,0.0009424880775258045,2.8274642325774133e-07,-9.424880775258043e-07,3.2044594635877337e-06,0.0,20,0.0005973791443507942,real_asset
2020-05-27,0.0008864887859168429,2.6594663577505287e-07,-8.864887859168428e-07,3.0140618721172643e-06,0.0,20,0.0005928723569023702,real_asset
2020-05-28,0.0008304894943078742,2.491468482923622e-07,-8.304894943078739e-07,2.82366428064677e-06,-2.220446049250313e-16,20,0.0005826931574932813,real_asset
2020-05-29,0.000812989715680076,2.438969147040228e-07,-8.129897156800758e-07,2.764165033312257e-06,1.1102230246251565e-16,20,0.0005659096078090068,real_asset
2020-05-30,0.0008129897156800745,2.438969147040224e-07,-8.129897156800744e-07,2.764165033312252e-06,-2.220446049250313e-16,20,0.0005659096078090052,real_asset
2020-05-31,0.0007394906454433079,2.2184719363299235e-07,-7.394906454433077e-07,2.5142681945072455e-06,-2.220446049250313e-16,20,0.0005647120831380467,real_asset
2020-06-01,0.0006834913538343361,2.0504740615030085e-07,-6.834913538343361e-07,2.323870603036742e-06,0.0,20,0.0005381476514274202,real_asset
2020-06-02,0.0006274920622253723,1.882476186676117e-07,-6.274920622253723e-07,2.133473011566265e-06,2.220446049250313e-16,20,0.0005036903288414621,real_asset
2020-06-03,0.0005714927706164108,1.714478311849232e-07,-5.714927706164106e-07,1.9430754200957955e-06,0.0,20,0.00045956816114352185,real_asset
2020-06-04,0.0005154934790074468,1.5464804370223403e-07,-5.154934790074467e-07,1.7526778286253183e-06,-2.220446049250313e-16,20,0.00040261611597413216,real_asset
2020-06-05,0.0004979937003796504,1.4939811011389507e-07,-4.979937003796502e-07,1.69317858129081e-06,-2.220446049250313e-16,20,0.0003622386535217633,real_asset
2020-06-06,0.0004979937003796425,1.4939811011389277e-07,-4.979937003796424e-07,1.6931785812907837e-06,0.0,20,0.00036223865352177345,real_asset
2020-06-07,0.0004979937003796503,1.4939811011389507e-07,-4.979937003796502e-07,1.69317858129081e-06,0.0,20,0.00036223865352177123,real_asset
2020-06-08,0.0004979937003796449,1.4939811011389345e-07,-4.979937003796448e-07,1.6931785812907916e-06,0.0,20,0.00036223865352177285,real_asset
2020-06-09,0.0005364932133608099,1.6094796400824298e-07,-5.364932133608098e-07,1.8240769254267526e-06,-2.220446049250313e-16,20,0.0003910481865582876,real_asset
2020-06-10,0.0005924925049697709,1.7774775149093125e-07,-5.924925049697707e-07,2.01447451689722e-06,0.0,20,0.0004467057785966042,real_asset
2020-06-11,0.0005749927263419707,1.7249781790259115e-07,-5.749927263419705e-07,1.9549752695626987e-06,0.0,20,0.0004612625693623496,real_asset
2020-06-12,0.0006134922393231447,1.840476717969434e-07,-6.134922393231446e-07,2.085873613698691e-06,0.0,20,0.0004777279009733961,real_asset
2020-06-13,0.0005959924606953387,1.787977382086016e-07,-5.959924606953385e-07,2.0263743663641502e-06,0.0,20,0.0004921531640070377,real_asset
2020-06-14,0.0005959924606953277,1.787977382085983e-07,-5.959924606953276e-07,2.026374366364113e-06,2.220446049250313e-16,20,0.0004921531640070423,real_asset
2020-06-15,0.0005959924606953366,1.7879773820860093e-07,-5.959924606953364e-07,2.026374366364143e-06,0.0,20,0.0004921531640070386,real_asset
2020-06-16,0.000595992460695331,1.7879773820859927e-07,-5.959924606953308e-07,2.026374366364124e-06,2.220446049250313e-16,20,0.0004921531640070409,real_asset
2020-06-17,0.0005959924606953322,1.7879773820859966e-07,-5.959924606953322e-07,2.0263743663641286e-06,0.0,20,0.0004921531640070404,real_asset
2020-06-18,0.0005574929477141675,1.6724788431425022e-07,-5.574929477141674e-07,1.8954760222281682e-06,-2.220446049250313e-16,20,0.00047469519306163235,real_asset
2020-06-19,0.0005014936561052087,1.504480968315626e-07,-5.014936561052086e-07,1.7050784307577088e-06,1.1102230246251565e-16,20,0.00041782992006951703,real_asset
2020-06-20,0.000518993434733009,1.5569803041990266e-07,-5.189934347330088e-07,1.7645776780922293e-06,-2.220446049250313e-16,20,0.0004050588001500325,real_asset
2020-06-21,0.0005189934347330156,1.5569803041990464e-07,-5.189934347330155e-07,1.7645776780922518e-06,-2.220446049250313e-16,20,0.00040505880015003046,real_asset
2020-06-22,0.0005189934347330079,1.5569803041990234e-07,-5.189934347330077e-07,1.7645776780922257e-06,0.0,20,0.00040505880015003284,real_asset
2020-06-23,0.0005574929477141703,1.6724788431425107e-07,-5.574929477141702e-07,1.895476022228178e-06,0.0,20,0.0004290365583736347,real_asset
2020-06-24,0.0005399931690863655,1.6199795072590961e-07,-5.399931690863654e-07,1.8359767748936415e-06,0.0,20,0.0004427188724236243,real_asset
2020-06-25,0.0005399931690863643,1.6199795072590927e-07,-5.399931690863641e-07,1.8359767748936374e-06,-2.220446049250313e-16,20,0.0004427188724236227,real_asset
2020-06-26,0.0006134922393231274,1.840476717969382e-07,-6.134922393231273e-07,2.085873613698632e-06,0.0,20,0.00047772790097342206,real_asset
2020-06-27,0.0006694915309320902,2.0084745927962707e-07,-6.694915309320901e-07,2.2762712051691056e-06,0.0,20,0.0005155321726649901,real_asset
2020-06-28,0.0007254908225410645,2.176472467623193e-07,-7.254908225410642e-07,2.466668796639618e-06,0.0,20,0.0005447208362764817,real_asset
